farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-7410,Female,46,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,30,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi hybrida,Intani 2,31,2,2,100,5,"5,000","20,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"11,412,825",Outstanding,1
PTN-7397,Male,46,18,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi hybrida,Intani 2,32,2,2,100,5,"5,000","20,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"11,412,825",Outstanding,1
PTN-7394,Female,58,28,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,30,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,6,"5,500","6,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,69,"6,895,279",Lunas,2
PTN-7394,Female,58,28,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,30,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,6,"5,500","6,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,69,"10,471,887",Lunas,2
PTN-7393,Female,59,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"8,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,11,1,1,100,6,"6,000","12,000","22,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"13,193,508",Outstanding,1
PTN-7392,Female,57,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,70,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,17,1,1,100,6,"6,000","12,000","22,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"13,193,508",Outstanding,1
PTN-7426,Female,31,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"12,854,143",Lunas,1
PTN-7425,Female,41,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,10,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,23,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"12,854,143",Lunas,1
PTN-7789,Male,44,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,350,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"10,515,509",Lunas,1
PTN-7790,Male,56,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,850,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"5,500","11,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"10,515,509",Outstanding,1
PTN-7383,Male,30,9,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Belum Menikah,Tidak Ada,,Tidak Ada,,"3,875,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"5,000","10,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"5,257,755",Outstanding,1
PTN-7381,Male,51,13,Milik pihak ketiga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,180,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","10,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"12,714,427",Lunas,2
PTN-7381,Male,51,13,Milik pihak ketiga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,180,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","10,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"12,199,058",Lunas,2
PTN-7418,Female,53,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,10,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,30,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"12,854,143",Lunas,1
PTN-7378,Male,60,37,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"12,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,2,1,50,6,"6,000","24,000","13,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"11,119,782",Lunas,1
PTN-7375,Female,50,24,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,7,1,1,100,6,"6,100","18,300","9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"11,891,788",Lunas,2
PTN-7375,Female,50,24,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,7,1,1,100,6,"6,100","18,300","9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"11,387,864",Lunas,2
PTN-7376,Male,55,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Ciherang,7,1,1,100,6,"6,000","35,400","9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"23,783,577",Outstanding,2
PTN-7413,Female,46,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,12,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,74,"25,708,287",Lunas,1
PTN-7374,Male,55,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1.5,1.5,100,6,"6,000","27,000","15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"14,634,215",Outstanding,1
PTN-7373,Male,57,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Sudah Ditanam,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,0.5,0.5,100,6,"6,000","9,000","5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,56,"4,940,914",Outstanding,1
PTN-7380,Male,48,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,7,1,1,100,6,"6,000","18,100","9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"11,891,788",Lunas,2
PTN-7380,Male,48,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,7,1,1,100,6,"6,000","18,100","9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"11,387,864",Lunas,2
PTN-7377,Male,53,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"8,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,14,2,2,100,6,"6,150","35,200","15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,66,"23,783,577",Lunas,2
PTN-7377,Male,53,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"8,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 48,14,2,2,100,6,"6,150","35,200","15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,66,"22,775,728",Outstanding,2
PTN-7372,Male,52,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"6,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,57,"9,914,221",Outstanding,1
PTN-7371,Male,43,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,3,0.5,0.5,100,6,"6,000","9,000","5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,57,"4,940,914",Outstanding,1
PTN-7370,Male,50,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,1,1,100,6,"6,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"9,914,221",Lunas,1
PTN-7367,Male,40,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,150,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,38,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"27,259,715",Outstanding,1
PTN-7364,Female,52,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,40,2,2,100,6,"5,500","22,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"27,259,715",Lunas,1
PTN-7363,Female,59,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"3,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Sudah Ditanam,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,0.5,0.5,100,6,"6,000","9,000","5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"4,940,914",Lunas,1
PTN-7362,Male,23,3,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,,Belum Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"6,000","18,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"3,690,914",Outstanding,1
PTN-7350,Male,33,8,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"26,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,19,4,2,50,6,"6,000","48,000","24,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,74,"9,859,257",Lunas,1
PTN-7351,Male,41,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"11,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,2,1,50,6,"6,000","24,000","13,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,74,"9,859,257",Lunas,1
PTN-7352,Male,58,32,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"11,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,3,2,0.5,25,6,"6,000","24,000","13,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"4,929,629",Lunas,1
PTN-7353,Male,47,16,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,1.5,0.5,33.33,6,"6,000","18,000","10,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"4,929,629",Lunas,1
PTN-7354,Male,54,28,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"44,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,180,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,28,8,2,25,6,"6,000","96,000","40,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"19,718,514",Lunas,1
PTN-7355,Male,56,34,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"18,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,120,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,9,2.5,1,40,6,"4,800","24,000","13,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"9,859,257",Lunas,1
PTN-7356,Male,47,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"9,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,1,0.5,50,6,"6,000","12,000","5,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"4,929,629",Lunas,1
PTN-7358,Male,55,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"13,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,2,1,50,6,"6,000","24,000","14,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"9,859,257",Lunas,1
PTN-7733,Male,50,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"13,458,274",Outstanding,1
PTN-7408,Male,49,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,16,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"25,708,287",Lunas,2
PTN-7408,Male,49,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,16,2,2,100,6,"6,000","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"26,532,170",Outstanding,2
PTN-7349,Male,61,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,14,2,2,100,6,"5,100","24,000","40,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"24,436,047",Lunas,2
PTN-7346,Male,53,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"12,218,024",Lunas,1
PTN-7344,Male,45,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"12,218,024",Outstanding,1
PTN-7347,Female,36,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"11,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,70,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,11,3,2,66.67,6,"5,500","32,000","18,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"22,239,564",Outstanding,2
PTN-7348,Female,34,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"12,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,15,2.5,2,80,6,"6,000","48,000","16,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"22,239,564",Outstanding,2
PTN-7343,Male,48,19,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,6,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"12,218,024",Lunas,2
PTN-7345,Male,26,7,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"15,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,3,2,66.67,6,"6,000","36,000","21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"22,239,564",Outstanding,2
