farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-11047,Female,46,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"3,700,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,15,0.85,1,117.65,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"10,407,326",Lunas,1
PTN-11046,Female,35,9,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,14,1,1,100,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"15,732,117",Lunas,1
PTN-11035,Female,58,25,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,3,0.5,0.5,100,5,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"6,521,775",Lunas,1
PTN-11029,Male,54,6,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,30,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,8,0.8,1,125,6,"5,000",,"11,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"13,606,208",Lunas,1
PTN-11030,Male,39,6,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,300,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,3,0.8,1,125,6,"5,500",,"11,100,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"13,606,208",Lunas,1
PTN-11031,Male,60,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,600,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,9,1.5,1.5,100,6,"6,000",,"18,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"21,063,640",Lunas,1
PTN-11032,Male,48,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,100,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,60,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,0.86,1,116.28,6,"5,700",,"11,600,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"13,606,208",Lunas,1
PTN-11020,Male,32,10,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,54,2,2,100,6,"6,000",,"30,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,66,"22,641,611",Lunas,1
PTN-11019,Female,57,25,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,40,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,17,1,1,100,5,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"12,038,352",Outstanding,1
PTN-11009,Male,47,6,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,9,1,1,100,6,"6,000",,"15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"11,239,252",Lunas,1
PTN-11008,Male,44,13,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"10,500,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,2,2,100,6,"5,000",,"10,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,73,"21,870,327",Lunas,1
PTN-11007,Female,50,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"10,000,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,2,2,100,6,"5,000",,"10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,67,"21,870,327",Outstanding,1
PTN-11129,Female,37,5,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Belum Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,600,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,11,1.5,1.5,100,5,"4,500",,"18,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"4,843,822",Outstanding,1
PTN-10995,Male,48,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,5,"6,000",,"30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"12,038,352",Outstanding,1
PTN-11004,Male,57,16,Milik pihak ketiga,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"3,400,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,40,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,18,1,1,100,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"20,814,652",Lunas,1
PTN-11003,Female,57,20,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,30,1.45,1.5,103.45,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"15,732,117",Lunas,1
PTN-10990,Female,59,25,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,0.8,1,125,5,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"12,038,352",Lunas,1
PTN-10989,Female,56,15,Milik sendiri,Pemilik Lahan sekaligus penggarap lahan,1,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,50,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,22,1.5,1.5,100,5,"6,000",,"30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"18,560,128",Outstanding,1
PTN-10985,Male,30,7,Milik sendiri,Penggarap dengan lahan sewa gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Tiwi 2,5,0.5,0.5,100,5,"6,000",,"4,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,64,"4,008,780",Lunas,1
PTN-10984,Male,53,23,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Tiwi 2,20,1.5,1.5,100,5,"6,000",,"15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,67,"8,001,123",Lunas,1
PTN-10983,Male,43,20,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Tiwi 2,15,1,1,100,5,"6,000",,"10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,67,"8,001,123",Lunas,1
PTN-10982,Female,57,36,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,6,1,1,100,5,"6,000",,"8,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,59,"8,269,176",Lunas,1
PTN-10980,Male,53,27,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,4,1,1,100,6,"6,100",,"10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,59,"8,269,176",Lunas,1
PTN-10981,Male,60,32,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,13,0.5,0.5,100,5,"6,000",,"5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,53,"4,142,807",Lunas,1
PTN-10979,Male,46,19,Milik sendiri,Penggarap dengan lahan sewa gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,120,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,9,1,1,100,5,"6,200",,"9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,59,"8,269,176",Outstanding,1
PTN-10978,Male,58,33,Milik sendiri,Penggarap dengan lahan sewa gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"7,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,5,1.5,1.5,100,5,"6,000",,"14,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,67,"8,269,176",Lunas,1
PTN-10974,Male,53,13,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,8,1,0.5,50,6,"6,000",,"7,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,65,"5,777,676",Lunas,1
PTN-11078,Male,55,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,300,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,25,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ketan,18,1,1,100,5,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"10,351,088",Lunas,2
PTN-10951,Male,46,12,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,1,1,100,6,"6,000",,"15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,61,"11,320,805",Lunas,2
PTN-10950,Male,60,8,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,9,0.5,0.5,100,6,"8,000",,"7,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,61,"5,854,804",Lunas,1
PTN-10996,Female,22,2,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,10,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,0.8,1,125,5,"3,500",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"9,603,844",Outstanding,1
PTN-10993,Female,34,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,10,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,5,"3,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"9,603,844",Lunas,1
PTN-10920,Female,54,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Purna Waktu",Lainnya,Tidak Ada,,"3,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,125,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,24,1,1,100,6,"5,500",,"9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"12,698,369",Lunas,2
PTN-10918,Male,54,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Purna Waktu",Lainnya,Tidak Ada,,"3,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,125,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,6,"5,500",,"9,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,60,"12,698,369",Lunas,2
PTN-10917,Male,38,12,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,1,Belum Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,115,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,25,1,1,100,6,"5,500",,"9,250,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,55,"12,698,369",Lunas,1
PTN-10914,Male,58,25,Milik sendiri,Penggarap dengan lahan sewa gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"3,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,10,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Padjajaran,3,0.48,0.5,104.17,6,"2,300",,"4,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,53,"2,981,708",Lunas,1
PTN-10908,Female,60,25,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Tidak memiliki asuransi apapun,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,60,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,16,1.5,1.5,100,5,"4,800",,"30,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"18,896,458",Lunas,1
PTN-10909,Female,53,25,Milik keluarga,Pemilik Lahan sekaligus penggarap lahan,,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,30,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,8,0.5,0.5,100,5,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"6,492,694",Lunas,1
PTN-10910,Female,53,24,Milik keluarga,Pemilik Lahan sekaligus penggarap lahan,,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,6,0.8,1,125,5,"5,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"12,403,764",Lunas,1
PTN-10921,Male,55,20,Milik sendiri,Penggarap dengan lahan sewa gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"2,500,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Tadah hujan,10,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Padjajaran,2,0.61,0.5,81.97,6,"2,500",,"3,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,55,"2,981,708",Lunas,1
PTN-10897,Male,22,2,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Belum Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,500,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,60,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,5,0.5,0.5,100,5,"5,500",,"6,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"953,348",Outstanding,1
PTN-10916,Male,44,15,Milik sendiri,Pemilik Lahan sekaligus penggarap lahan,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,29,2,2,100,6,"6,000",,"15,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,62,"25,396,738",Lunas,2
PTN-10899,Male,54,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,200,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,20,2,2,100,5,"6,000",,"24,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"21,349,859",Lunas,1
PTN-10868,Female,53,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Cerai Hidup,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,MR 219,8,1,1,100,6,"5,800",,"9,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,58,"12,676,874",Lunas,2
PTN-10866,Male,55,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,5,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,24,2,2,100,6,"6,000",,"22,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"23,785,893",Outstanding,1
PTN-10863,Male,53,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,2,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,5,0.8,1,125,5,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"11,892,946",Outstanding,1
PTN-10861,Female,48,15,Milik keluarga,Pemilik Lahan sekaligus penggarap lahan,4,Menikah,Tidak Ada,,Ada,Lancar atau Lunas,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,5,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,5,0.5,0.5,100,5,"6,000",,"5,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"6,110,845",Outstanding,1
PTN-10860,Female,60,19,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,25,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,3,0.5,0.5,100,5,"6,000",,"5,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"6,110,845",Outstanding,1
PTN-10856,Male,49,16,Milik sendiri,Penggarap dengan lahan sewa gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"3,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,10,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Padjajaran,7,0.98,1,102.04,6,"5,000",,"4,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,55,"5,963,416",Lunas,1
